"time", "x1", "y1", "z1", "x2", "y2", "z2"
56,0.991,0.089,-0.071,-0.026,-1.038,-0.006
61,0.996,0.081,-0.062,-0.015,-1.040,-0.004
66,1.002,0.068,-0.060,-0.021,-1.039,0.005
71,1.006,0.053,-0.060,-0.026,-1.037,0.015
76,1.005,0.051,-0.070,-0.024,-1.041,0.016
81,1.001,0.057,-0.069,-0.021,-1.042,0.011
86,1.000,0.075,-0.069,-0.026,-1.044,-0.004
91,0.996,0.083,-0.065,-0.026,-1.044,-0.009
96,1.000,0.080,-0.060,-0.020,-1.041,0.002
101,0.995,0.057,-0.065,-0.020,-1.038,0.010
106,0.997,0.050,-0.070,-0.030,-1.032,0.011
111,1.002,0.062,-0.072,-0.030,-1.039,0.009
116,1.000,0.071,-0.074,-0.032,-1.043,0.005
121,0.997,0.077,-0.070,-0.024,-1.044,-0.001
126,0.998,0.083,-0.064,-0.022,-1.045,-0.008
131,0.999,0.071,-0.067,-0.027,-1.041,0.002
136,1.002,0.058,-0.067,-0.024,-1.042,0.007
141,1.000,0.059,-0.073,-0.029,-1.040,0.010
146,0.998,0.069,-0.072,-0.029,-1.039,0.006
151,0.999,0.074,-0.072,-0.028,-1.040,-0.000
156,0.998,0.078,-0.065,-0.025,-1.039,-0.002
161,1.000,0.075,-0.061,-0.020,-1.042,-0.001
166,1.002,0.068,-0.060,-0.022,-1.040,0.004
171,0.998,0.064,-0.068,-0.022,-1.042,0.008
176,1.003,0.067,-0.066,-0.025,-1.044,0.008
181,1.002,0.070,-0.064,-0.023,-1.046,0.000
186,1.000,0.076,-0.062,-0.021,-1.042,-0.001
191,0.999,0.073,-0.057,-0.021,-1.042,-0.003
196,0.998,0.068,-0.058,-0.020,-1.045,0.000
201,1.000,0.065,-0.067,-0.021,-1.043,0.004
206,1.002,0.062,-0.066,-0.023,-1.044,0.000
211,1.000,0.065,-0.064,-0.022,-1.040,0.001
216,1.002,0.069,-0.061,-0.019,-1.046,-0.001
221,1.002,0.072,-0.057,-0.018,-1.039,0.000
226,0.999,0.070,-0.060,-0.021,-1.040,0.001
231,1.005,0.067,-0.066,-0.024,-1.045,0.000
236,1.004,0.063,-0.066,-0.023,-1.041,0.004
241,1.001,0.068,-0.068,-0.025,-1.042,0.001
246,1.001,0.070,-0.063,-0.023,-1.039,0.005
251,0.999,0.069,-0.063,-0.025,-1.042,0.004
256,0.996,0.068,-0.061,-0.025,-1.039,0.005
261,0.997,0.066,-0.068,-0.021,-1.041,0.003
266,0.997,0.062,-0.071,-0.028,-1.041,0.006
271,1.002,0.060,-0.069,-0.029,-1.041,0.006
276,1.007,0.068,-0.072,-0.027,-1.048,0.006
281,1.000,0.069,-0.062,-0.022,-1.042,0.003
286,0.995,0.066,-0.069,-0.023,-1.033,0.003
291,1.005,0.069,-0.068,-0.023,-1.048,0.002
296,1.000,0.071,-0.068,-0.026,-1.042,-0.002
301,1.002,0.067,-0.074,-0.033,-1.040,0.002
306,0.993,0.068,-0.069,-0.026,-1.036,0.006
311,1.004,0.073,-0.069,-0.029,-1.047,0.002
316,0.996,0.071,-0.066,-0.023,-1.042,-0.003
321,0.997,0.076,-0.067,-0.026,-1.041,-0.004
326,1.003,0.067,-0.066,-0.023,-1.038,0.002
331,0.998,0.067,-0.064,-0.026,-1.037,0.002
336,1.002,0.074,-0.070,-0.029,-1.045,-0.005
341,0.999,0.070,-0.070,-0.025,-1.042,-0.000
346,1.000,0.074,-0.068,-0.020,-1.038,-0.001
351,0.997,0.069,-0.061,-0.022,-1.042,0.002
356,0.998,0.068,-0.068,-0.022,-1.040,0.001
361,0.997,0.070,-0.069,-0.028,-1.037,0.002
366,1.000,0.063,-0.064,-0.020,-1.037,0.005
371,1.000,0.068,-0.064,-0.022,-1.043,0.006
376,0.997,0.066,-0.058,-0.020,-1.039,0.003
381,0.999,0.073,-0.059,-0.019,-1.047,0.008
386,1.001,0.069,-0.062,-0.018,-1.043,0.002
391,1.003,0.068,-0.061,-0.025,-1.046,0.002
396,0.995,0.066,-0.069,-0.025,-1.040,0.008
401,1.000,0.063,-0.065,-0.021,-1.040,0.005
406,1.000,0.065,-0.063,-0.021,-1.042,0.008
411,1.003,0.069,-0.062,-0.024,-1.041,0.004
416,1.001,0.068,-0.067,-0.026,-1.044,0.003
421,0.997,0.067,-0.062,-0.021,-1.040,0.005
426,1.001,0.068,-0.066,-0.018,-1.042,0.005
431,1.001,0.068,-0.070,-0.024,-1.040,0.002
436,0.998,0.064,-0.067,-0.023,-1.038,0.007
441,1.002,0.065,-0.066,-0.024,-1.040,0.002
446,1.002,0.069,-0.069,-0.022,-1.042,0.001
451,0.999,0.071,-0.068,-0.025,-1.039,0.002
456,0.999,0.063,-0.069,-0.023,-1.039,0.003
461,1.000,0.070,-0.063,-0.030,-1.041,0.005
466,0.999,0.068,-0.071,-0.029,-1.042,0.002
471,1.002,0.068,-0.072,-0.026,-1.039,0.001
476,1.004,0.068,-0.068,-0.021,-1.042,0.000
481,1.002,0.070,-0.063,-0.023,-1.044,0.002
486,1.002,0.068,-0.068,-0.032,-1.042,0.003
491,0.999,0.071,-0.066,-0.027,-1.040,0.004
496,1.002,0.069,-0.068,-0.025,-1.043,-0.002
501,1.002,0.071,-0.070,-0.025,-1.041,0.000
506,1.000,0.069,-0.064,-0.023,-1.042,0.005
511,0.998,0.072,-0.065,-0.023,-1.039,0.005
516,1.000,0.069,-0.062,-0.022,-1.040,0.004
521,0.999,0.064,-0.069,-0.022,-1.041,0.003
526,0.997,0.066,-0.067,-0.026,-1.043,0.001
531,1.002,0.067,-0.069,-0.022,-1.043,0.004
536,0.998,0.066,-0.064,-0.021,-1.039,0.001
541,0.999,0.074,-0.065,-0.023,-1.045,0.004
546,1.000,0.064,-0.062,-0.023,-1.038,0.002
551,0.998,0.066,-0.064,-0.018,-1.040,0.011
556,1.001,0.062,-0.064,-0.023,-1.037,0.000
561,1.003,0.065,-0.064,-0.021,-1.041,0.006
566,1.003,0.067,-0.067,-0.018,-1.042,0.005
571,1.000,0.067,-0.062,-0.018,-1.041,0.006
576,0.999,0.066,-0.064,-0.020,-1.043,0.007
581,1.004,0.067,-0.064,-0.023,-1.041,0.005
586,1.000,0.070,-0.063,-0.022,-1.041,0.005
591,1.002,0.071,-0.061,-0.018,-1.041,0.000
596,1.000,0.069,-0.067,-0.023,-1.042,0.003
601,0.999,0.068,-0.064,-0.021,-1.039,0.004
606,1.002,0.068,-0.063,-0.022,-1.045,0.003
611,1.001,0.072,-0.063,-0.023,-1.038,0.002
616,0.996,0.073,-0.064,-0.025,-1.042,0.003
621,0.999,0.068,-0.062,-0.021,-1.042,0.001
626,0.999,0.070,-0.070,-0.025,-1.043,-0.002
631,1.000,0.068,-0.067,-0.023,-1.044,-0.000
636,1.000,0.073,-0.067,-0.024,-1.042,-0.002
641,0.998,0.072,-0.069,-0.022,-1.042,-0.000
646,0.999,0.066,-0.071,-0.024,-1.042,0.005
651,1.000,0.072,-0.065,-0.028,-1.039,0.003
656,0.999,0.073,-0.066,-0.026,-1.040,0.001
661,0.998,0.068,-0.067,-0.025,-1.040,0.003
666,1.002,0.069,-0.066,-0.023,-1.043,0.002
671,1.000,0.069,-0.070,-0.024,-1.041,0.003
676,0.998,0.069,-0.066,-0.020,-1.041,0.005
681,1.002,0.066,-0.068,-0.024,-1.042,0.005
686,0.996,0.066,-0.067,-0.027,-1.043,0.002
691,1.001,0.068,-0.068,-0.025,-1.042,0.005
696,0.996,0.066,-0.064,-0.022,-1.043,0.004
701,1.003,0.068,-0.066,-0.024,-1.042,0.004
706,1.000,0.064,-0.066,-0.023,-1.039,0.007
711,1.002,0.067,-0.063,-0.026,-1.044,0.003
716,1.000,0.066,-0.062,-0.025,-1.039,0.010
721,1.000,0.066,-0.064,-0.022,-1.042,0.005
726,0.995,0.066,-0.065,-0.025,-1.041,0.005
731,1.000,0.066,-0.068,-0.023,-1.046,0.003
736,1.000,0.069,-0.064,-0.022,-1.042,0.008
741,1.000,0.067,-0.063,-0.021,-1.040,0.006
746,0.999,0.066,-0.066,-0.019,-1.039,0.002
751,1.000,0.069,-0.064,-0.024,-1.040,0.008
756,0.997,0.068,-0.065,-0.017,-1.044,0.001
761,0.996,0.069,-0.063,-0.022,-1.038,0.003
766,1.000,0.072,-0.061,-0.022,-1.041,0.000
771,1.000,0.067,-0.064,-0.023,-1.042,0.005
776,1.001,0.069,-0.065,-0.024,-1.043,0.000
781,0.998,0.072,-0.064,-0.024,-1.041,0.001
786,1.003,0.069,-0.064,-0.023,-1.037,0.001
791,1.000,0.070,-0.065,-0.024,-1.045,0.006
796,1.001,0.071,-0.066,-0.021,-1.041,0.000
