"time", "x1", "y1", "z1", "x2", "y2", "z2"
48,0.068,-0.061,1.003,0.012,-0.023,1.044
50,0.061,-0.064,1.003,0.011,-0.021,1.041
52,0.058,-0.064,1.004,0.001,-0.021,1.035
54,0.058,-0.063,0.998,0.008,-0.021,1.033
56,0.063,-0.064,1.000,0.010,-0.024,1.043
58,0.071,-0.065,0.997,0.009,-0.032,1.042
60,0.071,-0.067,1.000,0.001,-0.030,1.042
62,0.069,-0.063,1.001,0.001,-0.027,1.042
64,0.069,-0.069,1.001,0.001,-0.029,1.044
66,0.072,-0.066,1.001,-0.005,-0.025,1.043
68,0.068,-0.067,0.996,-0.003,-0.027,1.045
70,0.074,-0.062,0.999,0.005,-0.021,1.044
72,0.073,-0.062,1.000,-0.002,-0.022,1.041
74,0.069,-0.067,0.999,0.000,-0.021,1.043
76,0.065,-0.060,0.999,0.005,-0.022,1.042
78,0.066,-0.065,1.002,0.007,-0.026,1.038
80,0.071,-0.063,1.002,-0.002,-0.027,1.041
82,0.063,-0.064,0.999,0.009,-0.025,1.039
84,0.062,-0.059,1.000,0.009,-0.026,1.040
86,0.062,-0.067,1.000,0.005,-0.022,1.041
88,0.065,-0.062,1.001,0.006,-0.023,1.039
90,0.064,-0.061,0.997,0.007,-0.027,1.040
92,0.062,-0.066,1.000,0.005,-0.027,1.043
94,0.064,-0.067,0.998,0.003,-0.028,1.040
96,0.069,-0.067,1.000,0.001,-0.027,1.042
98,0.068,-0.064,1.000,0.002,-0.028,1.043
100,0.072,-0.065,1.000,-0.002,-0.026,1.043
102,0.076,-0.064,0.997,-0.000,-0.026,1.041
104,0.076,-0.062,0.996,0.000,-0.023,1.039
106,0.073,-0.059,1.002,-0.003,-0.023,1.041
108,0.069,-0.059,1.001,-0.004,-0.021,1.040
110,0.066,-0.063,1.001,0.002,-0.020,1.042
112,0.068,-0.059,1.000,0.009,-0.025,1.041
114,0.069,-0.062,1.001,0.006,-0.025,1.042
116,0.066,-0.062,0.999,0.003,-0.023,1.040
118,0.061,-0.061,1.002,0.005,-0.030,1.043
120,0.068,-0.069,1.000,0.005,-0.026,1.041
122,0.067,-0.062,0.998,0.003,-0.028,1.041
124,0.061,-0.072,0.998,0.004,-0.027,1.042
126,0.072,-0.065,0.999,0.003,-0.025,1.038
128,0.072,-0.064,0.997,0.000,-0.026,1.043
130,0.072,-0.064,0.998,-0.002,-0.023,1.043
132,0.069,-0.059,1.000,0.000,-0.023,1.043
134,0.074,-0.065,1.000,0.003,-0.026,1.043
136,0.072,-0.063,1.001,-0.005,-0.022,1.042
138,0.071,-0.065,1.000,-0.000,-0.021,1.044
140,0.073,-0.058,1.001,0.002,-0.026,1.042
142,0.071,-0.060,1.000,0.001,-0.028,1.038
144,0.071,-0.061,1.000,0.001,-0.026,1.044
146,0.066,-0.062,1.001,0.005,-0.026,1.042
148,0.063,-0.069,1.002,0.007,-0.023,1.041
150,0.065,-0.064,1.000,-0.000,-0.027,1.042
152,0.065,-0.067,0.999,0.001,-0.026,1.040
154,0.065,-0.065,1.002,0.009,-0.030,1.040
156,0.067,-0.067,1.000,0.002,-0.026,1.039
158,0.069,-0.068,0.998,-0.001,-0.030,1.042
160,0.069,-0.068,0.998,-0.001,-0.027,1.042
162,0.070,-0.067,0.999,0.001,-0.029,1.040
164,0.073,-0.064,0.998,0.001,-0.028,1.039
166,0.072,-0.062,0.999,0.000,-0.024,1.044
168,0.071,-0.065,0.995,0.004,-0.023,1.043
170,0.069,-0.068,1.000,0.001,-0.028,1.042
172,0.070,-0.063,1.001,0.003,-0.024,1.042
174,0.070,-0.063,1.001,0.005,-0.026,1.042
176,0.070,-0.068,1.000,0.007,-0.024,1.042
178,0.068,-0.068,1.000,0.007,-0.025,1.042
180,0.067,-0.066,0.999,0.002,-0.026,1.043
182,0.065,-0.068,1.000,0.006,-0.029,1.040
184,0.067,-0.065,1.004,0.002,-0.028,1.041
186,0.068,-0.070,0.999,0.001,-0.025,1.043
188,0.070,-0.068,1.001,0.003,-0.026,1.041
190,0.067,-0.065,1.000,0.004,-0.025,1.040
192,0.071,-0.062,1.000,0.001,-0.024,1.042
194,0.069,-0.067,1.000,0.000,-0.027,1.043
196,0.072,-0.066,1.000,0.002,-0.024,1.043
198,0.070,-0.063,1.000,0.003,-0.023,1.041
200,0.071,-0.066,1.001,0.000,-0.028,1.041
202,0.067,-0.066,0.998,0.004,-0.023,1.039
204,0.069,-0.066,0.999,0.003,-0.022,1.042
206,0.072,-0.062,0.997,0.002,-0.026,1.041
208,0.065,-0.064,1.002,0.005,-0.029,1.041
210,0.065,-0.068,1.002,0.005,-0.024,1.038
212,0.064,-0.069,0.999,0.003,-0.030,1.041
214,0.069,-0.068,0.998,0.001,-0.029,1.039
216,0.067,-0.066,1.001,0.006,-0.028,1.043
218,0.067,-0.065,0.999,0.005,-0.027,1.041
220,0.068,-0.068,0.999,0.004,-0.025,1.040
222,0.063,-0.069,0.998,0.003,-0.025,1.041
224,0.068,-0.066,1.000,0.007,-0.027,1.042
226,0.072,-0.062,0.996,0.002,-0.027,1.039
228,0.074,-0.065,0.997,0.003,-0.028,1.042
230,0.071,-0.065,1.004,0.005,-0.025,1.044
232,0.069,-0.063,1.006,0.007,-0.027,1.042
234,0.066,-0.062,1.003,0.004,-0.026,1.040
236,0.064,-0.065,1.000,0.005,-0.025,1.039
238,0.064,-0.068,1.002,0.008,-0.026,1.038
240,0.071,-0.063,0.998,0.004,-0.028,1.044
242,0.071,-0.070,0.998,0.001,-0.028,1.043
244,0.069,-0.067,1.003,0.005,-0.030,1.042
246,0.073,-0.066,1.000,0.006,-0.029,1.042
248,0.066,-0.065,1.000,0.001,-0.027,1.040
250,0.065,-0.063,1.000,0.006,-0.026,1.040
252,0.066,-0.067,1.003,0.005,-0.024,1.041
254,0.064,-0.066,1.000,0.004,-0.026,1.040
256,0.065,-0.067,0.997,0.003,-0.024,1.039
258,0.067,-0.067,0.997,0.002,-0.026,1.044
260,0.068,-0.066,0.999,0.005,-0.028,1.043
262,0.069,-0.060,1.000,0.003,-0.025,1.038
264,0.067,-0.067,1.000,0.004,-0.024,1.044
266,0.071,-0.061,1.001,0.005,-0.022,1.044
268,0.072,-0.063,1.000,0.000,-0.023,1.042
270,0.071,-0.067,1.000,0.000,-0.028,1.044
272,0.068,-0.066,1.000,0.002,-0.025,1.040
274,0.067,-0.065,0.998,0.003,-0.023,1.039
276,0.070,-0.065,0.999,0.002,-0.026,1.041
278,0.068,-0.066,1.000,0.005,-0.024,1.041
280,0.066,-0.062,0.998,0.006,-0.027,1.044
282,0.068,-0.070,1.002,0.005,-0.029,1.040
284,0.063,-0.070,0.998,0.004,-0.027,1.041
286,0.066,-0.064,0.997,0.002,-0.026,1.038
288,0.064,-0.071,0.995,0.005,-0.029,1.041
290,0.070,-0.064,0.999,0.004,-0.029,1.040
292,0.070,-0.062,0.996,-0.002,-0.025,1.041
294,0.071,-0.065,1.000,0.001,-0.025,1.041
296,0.070,-0.065,0.997,-0.001,-0.023,1.042
298,0.070,-0.064,1.000,-0.003,-0.024,1.040
300,0.068,-0.065,0.997,-0.000,-0.026,1.043
302,0.073,-0.064,0.999,0.005,-0.028,1.041
304,0.075,-0.065,1.001,0.002,-0.025,1.041
306,0.068,-0.063,1.002,0.002,-0.022,1.041
308,0.070,-0.064,1.001,0.001,-0.024,1.042
310,0.067,-0.064,1.000,0.001,-0.025,1.038
312,0.071,-0.066,1.002,0.000,-0.027,1.040
314,0.068,-0.061,1.000,0.004,-0.019,1.040
316,0.071,-0.062,1.001,-0.003,-0.025,1.040
318,0.067,-0.064,0.997,-0.001,-0.027,1.041
320,0.068,-0.067,1.001,0.000,-0.025,1.043
322,0.067,-0.066,0.998,0.005,-0.026,1.038
324,0.068,-0.065,0.998,0.000,-0.025,1.041
326,0.065,-0.065,1.001,0.000,-0.025,1.045
328,0.065,-0.060,1.000,0.005,-0.023,1.044
330,0.074,-0.064,1.000,0.003,-0.026,1.041
332,0.072,-0.064,1.000,0.002,-0.025,1.043
334,0.071,-0.065,0.997,0.001,-0.024,1.040
336,0.067,-0.066,0.999,0.006,-0.023,1.043
338,0.069,-0.063,1.000,0.005,-0.027,1.043
340,0.067,-0.063,1.000,0.008,-0.026,1.043
342,0.064,-0.062,0.998,0.006,-0.025,1.041
344,0.067,-0.067,1.000,0.001,-0.026,1.041
346,0.066,-0.065,0.999,0.004,-0.029,1.038
348,0.068,-0.067,1.005,0.002,-0.024,1.040
350,0.065,-0.066,0.998,0.004,-0.029,1.044
352,0.068,-0.062,0.999,0.002,-0.022,1.040
354,0.069,-0.064,0.999,0.004,-0.024,1.040
356,0.069,-0.064,1.004,0.002,-0.026,1.040
358,0.067,-0.068,1.000,0.002,-0.031,1.042
360,0.069,-0.068,0.997,0.007,-0.026,1.042
362,0.070,-0.062,1.000,0.006,-0.025,1.041
364,0.064,-0.067,1.000,-0.000,-0.024,1.039
366,0.070,-0.065,0.998,0.004,-0.030,1.037
368,0.071,-0.060,0.998,0.002,-0.023,1.043
370,0.071,-0.064,0.997,0.004,-0.024,1.043
372,0.069,-0.062,0.998,0.001,-0.025,1.038
374,0.064,-0.068,1.001,0.003,-0.025,1.037
376,0.061,-0.066,1.001,0.000,-0.025,1.035
378,0.066,-0.064,0.999,0.002,-0.025,1.042
380,0.076,-0.061,0.996,0.005,-0.026,1.042
382,0.074,-0.063,1.001,0.001,-0.023,1.046
384,0.065,-0.063,1.001,0.003,-0.024,1.041
386,0.062,-0.069,1.002,-0.001,-0.028,1.037
388,0.067,-0.067,1.007,0.000,-0.026,1.040
390,0.071,-0.069,1.000,0.001,-0.029,1.042
392,0.077,-0.063,0.998,0.003,-0.026,1.046
394,0.072,-0.064,0.999,0.003,-0.025,1.047
396,0.065,-0.066,1.002,0.000,-0.029,1.039
398,0.064,-0.070,0.995,-0.001,-0.027,1.035
400,0.070,-0.064,1.002,0.001,-0.026,1.040
402,0.074,-0.066,0.999,-0.002,-0.026,1.041
404,0.075,-0.064,0.995,0.007,-0.031,1.044
406,0.069,-0.065,1.003,0.002,-0.032,1.044
408,0.064,-0.071,0.998,0.000,-0.029,1.039
410,0.065,-0.066,0.995,0.004,-0.023,1.039
412,0.069,-0.067,1.001,0.007,-0.026,1.042
414,0.072,-0.064,1.001,0.005,-0.028,1.043
416,0.071,-0.065,0.998,0.000,-0.024,1.042
418,0.066,-0.069,1.000,0.000,-0.024,1.037
420,0.065,-0.065,1.000,0.002,-0.029,1.041
422,0.071,-0.069,1.002,0.005,-0.027,1.037
424,0.070,-0.065,1.002,0.002,-0.029,1.041
426,0.069,-0.066,1.002,0.003,-0.028,1.042
428,0.069,-0.066,1.000,0.003,-0.029,1.043
430,0.064,-0.067,1.002,-0.001,-0.026,1.040
432,0.068,-0.064,0.998,0.001,-0.026,1.040
434,0.068,-0.067,0.999,0.008,-0.027,1.041
436,0.067,-0.067,1.001,0.001,-0.023,1.042
438,0.070,-0.066,0.999,0.005,-0.029,1.044
440,0.071,-0.066,0.999,0.003,-0.025,1.043
442,0.071,-0.067,0.995,0.005,-0.024,1.040
444,0.064,-0.066,0.998,0.001,-0.023,1.042
446,0.067,-0.067,0.997,0.002,-0.027,1.040
448,0.068,-0.063,1.002,0.006,-0.027,1.045
450,0.067,-0.064,0.997,0.004,-0.027,1.038
452,0.068,-0.067,0.999,0.005,-0.029,1.041
454,0.069,-0.065,1.000,0.003,-0.026,1.038
456,0.071,-0.063,1.001,0.004,-0.027,1.041
458,0.071,-0.068,1.000,0.005,-0.025,1.040
460,0.067,-0.062,1.006,0.005,-0.026,1.043
462,0.068,-0.066,0.999,0.003,-0.030,1.043
464,0.069,-0.066,1.000,0.006,-0.024,1.039
466,0.068,-0.065,0.998,0.005,-0.024,1.041
468,0.066,-0.069,0.998,0.003,-0.027,1.039
470,0.071,-0.062,1.000,0.004,-0.024,1.041
472,0.068,-0.062,1.001,0.006,-0.026,1.042
474,0.067,-0.066,1.000,0.003,-0.027,1.042
476,0.068,-0.068,1.001,0.001,-0.026,1.044
478,0.064,-0.066,0.999,0.005,-0.028,1.041
480,0.068,-0.066,1.002,-0.001,-0.025,1.038
482,0.069,-0.061,1.000,0.003,-0.029,1.039
484,0.068,-0.068,1.000,0.002,-0.023,1.040
486,0.066,-0.067,1.000,-0.001,-0.026,1.041
488,0.069,-0.067,0.998,-0.001,-0.024,1.043
490,0.069,-0.062,0.998,0.003,-0.026,1.042
492,0.074,-0.062,0.998,0.002,-0.024,1.041
494,0.067,-0.064,0.999,0.003,-0.026,1.042
496,0.071,-0.066,0.997,0.005,-0.025,1.039
498,0.067,-0.064,1.001,0.003,-0.024,1.041
500,0.063,-0.066,1.000,0.000,-0.023,1.046
