"time", "x1", "y1", "z1", "x2", "y2", "z2"
51,0.071,-0.061,0.994,0.003,-0.022,-1.036
56,0.043,-0.061,0.998,0.019,-0.017,-1.032
61,0.043,-0.067,1.000,0.017,-0.024,-1.035
66,0.056,-0.066,1.003,0.011,-0.032,-1.041
71,0.078,-0.066,1.004,0.000,-0.024,-1.048
76,0.086,-0.062,1.000,-0.007,-0.021,-1.046
81,0.076,-0.058,0.995,-0.000,-0.024,-1.042
86,0.057,-0.062,1.000,0.012,-0.027,-1.035
91,0.037,-0.062,1.001,0.024,-0.024,-1.032
96,0.040,-0.065,1.004,0.025,-0.022,-1.038
101,0.061,-0.066,1.004,0.005,-0.029,-1.045
106,0.084,-0.067,1.006,-0.007,-0.026,-1.048
111,0.084,-0.060,1.000,-0.004,-0.023,-1.047
116,0.070,-0.056,1.003,0.005,-0.022,-1.040
121,0.055,-0.064,1.000,0.015,-0.028,-1.034
126,0.049,-0.072,0.996,0.021,-0.031,-1.032
131,0.060,-0.073,0.998,0.009,-0.030,-1.039
136,0.077,-0.069,0.996,-0.002,-0.027,-1.041
141,0.089,-0.063,0.998,-0.011,-0.024,-1.048
146,0.087,-0.063,0.997,-0.004,-0.026,-1.044
151,0.069,-0.066,1.000,0.000,-0.026,-1.040
156,0.057,-0.068,0.998,0.008,-0.025,-1.037
161,0.057,-0.074,1.001,0.013,-0.031,-1.034
166,0.063,-0.067,0.998,0.000,-0.031,-1.042
171,0.079,-0.066,0.998,-0.006,-0.025,-1.043
176,0.082,-0.061,1.002,-0.008,-0.025,-1.047
181,0.079,-0.061,0.999,-0.001,-0.025,-1.044
186,0.064,-0.069,1.000,0.003,-0.033,-1.043
191,0.061,-0.077,0.999,0.008,-0.032,-1.038
196,0.064,-0.072,0.994,0.006,-0.034,-1.035
201,0.069,-0.071,0.998,-0.001,-0.030,-1.036
206,0.074,-0.066,0.999,0.000,-0.026,-1.041
211,0.078,-0.061,1.001,-0.004,-0.026,-1.044
216,0.072,-0.066,1.003,-0.001,-0.024,-1.039
221,0.063,-0.067,1.002,0.005,-0.030,-1.040
226,0.067,-0.068,0.999,0.005,-0.031,-1.041
231,0.067,-0.068,0.997,0.001,-0.024,-1.038
236,0.069,-0.066,1.000,-0.004,-0.026,-1.040
241,0.075,-0.060,1.000,-0.000,-0.026,-1.041
246,0.074,-0.062,1.002,0.000,-0.024,-1.045
251,0.071,-0.064,1.006,0.001,-0.028,-1.043
256,0.062,-0.068,1.001,0.006,-0.026,-1.042
261,0.062,-0.068,0.999,0.004,-0.026,-1.039
266,0.067,-0.065,1.000,0.007,-0.025,-1.041
271,0.068,-0.064,0.997,0.002,-0.026,-1.036
276,0.068,-0.063,0.998,0.005,-0.028,-1.041
281,0.067,-0.065,1.003,0.007,-0.030,-1.039
286,0.066,-0.065,1.000,0.009,-0.030,-1.040
291,0.065,-0.065,0.999,0.006,-0.026,-1.041
296,0.062,-0.064,1.001,0.007,-0.020,-1.042
301,0.066,-0.060,0.997,0.005,-0.025,-1.041
306,0.068,-0.064,1.001,0.009,-0.025,-1.037
311,0.062,-0.065,1.003,0.006,-0.026,-1.042
316,0.060,-0.063,1.001,0.005,-0.027,-1.041
321,0.065,-0.065,1.000,0.006,-0.027,-1.043
326,0.066,-0.063,1.001,-0.000,-0.024,-1.043
331,0.072,-0.064,0.998,0.009,-0.029,-1.043
336,0.071,-0.066,0.996,0.002,-0.026,-1.041
341,0.069,-0.070,0.997,0.000,-0.027,-1.042
346,0.064,-0.065,1.002,0.001,-0.028,-1.041
351,0.069,-0.070,1.000,0.003,-0.029,-1.043
356,0.069,-0.064,1.002,-0.000,-0.023,-1.040
361,0.075,-0.063,1.001,-0.002,-0.023,-1.041
366,0.071,-0.060,1.001,-0.004,-0.024,-1.040
371,0.078,-0.063,0.998,0.003,-0.028,-1.042
376,0.069,-0.066,0.999,0.001,-0.032,-1.035
381,0.071,-0.067,0.998,-0.001,-0.026,-1.044
386,0.064,-0.067,1.004,-0.003,-0.026,-1.040
391,0.071,-0.066,0.998,-0.001,-0.026,-1.042
396,0.072,-0.067,1.003,-0.001,-0.025,-1.037
401,0.074,-0.068,1.002,-0.001,-0.026,-1.038
406,0.068,-0.069,1.000,0.003,-0.028,-1.042
411,0.063,-0.067,1.000,0.004,-0.025,-1.039
416,0.066,-0.065,0.999,0.008,-0.029,-1.040
421,0.066,-0.062,1.000,0.003,-0.031,-1.039
426,0.067,-0.063,1.002,0.004,-0.026,-1.042
431,0.068,-0.064,1.002,0.001,-0.027,-1.047
436,0.069,-0.065,1.000,0.004,-0.031,-1.042
441,0.071,-0.067,0.999,0.007,-0.031,-1.042
446,0.059,-0.068,1.000,0.005,-0.028,-1.036
451,0.064,-0.065,1.002,0.008,-0.026,-1.039
456,0.065,-0.068,1.002,0.006,-0.032,-1.041
461,0.073,-0.067,1.001,0.000,-0.027,-1.040
466,0.070,-0.069,0.995,0.001,-0.022,-1.040
471,0.064,-0.065,0.997,0.007,-0.029,-1.038
476,0.062,-0.066,1.001,0.005,-0.024,-1.039
481,0.064,-0.066,0.999,0.004,-0.026,-1.037
486,0.064,-0.066,0.999,0.006,-0.028,-1.043
491,0.070,-0.065,1.002,-0.000,-0.023,-1.046
496,0.069,-0.064,0.999,0.005,-0.024,-1.043
501,0.068,-0.070,1.002,0.005,-0.027,-1.045
506,0.066,-0.063,1.004,0.002,-0.023,-1.044
511,0.067,-0.062,1.000,0.002,-0.022,-1.039
516,0.062,-0.066,0.999,0.005,-0.030,-1.042
521,0.063,-0.068,0.999,0.004,-0.027,-1.039
526,0.071,-0.067,0.997,0.001,-0.029,-1.037
531,0.069,-0.065,0.999,0.003,-0.027,-1.042
536,0.071,-0.067,0.996,-0.001,-0.026,-1.043
541,0.068,-0.065,0.998,0.001,-0.024,-1.039
546,0.067,-0.068,1.003,0.002,-0.028,-1.042
551,0.067,-0.063,0.999,0.000,-0.024,-1.039
556,0.066,-0.068,1.000,0.006,-0.025,-1.042
561,0.071,-0.066,1.000,-0.000,-0.024,-1.041
566,0.069,-0.065,1.000,0.000,-0.024,-1.042
571,0.069,-0.065,0.998,-0.003,-0.024,-1.040
576,0.070,-0.066,1.003,0.004,-0.026,-1.045
581,0.069,-0.063,0.997,0.004,-0.026,-1.040
586,0.070,-0.065,0.998,0.001,-0.028,-1.040
591,0.069,-0.068,0.998,0.001,-0.023,-1.035
596,0.069,-0.064,0.999,0.004,-0.029,-1.040
601,0.065,-0.069,1.000,0.002,-0.026,-1.040
606,0.070,-0.065,0.999,0.002,-0.029,-1.042
611,0.067,-0.066,1.002,0.004,-0.030,-1.044
616,0.065,-0.063,0.999,0.007,-0.025,-1.039
621,0.066,-0.067,1.000,0.004,-0.027,-1.041
626,0.069,-0.068,1.001,0.004,-0.025,-1.039
631,0.067,-0.062,1.001,0.004,-0.025,-1.045
636,0.069,-0.067,1.002,0.000,-0.026,-1.039
641,0.068,-0.061,1.001,0.007,-0.024,-1.045
646,0.070,-0.066,0.999,0.003,-0.028,-1.041
651,0.064,-0.069,1.000,0.005,-0.028,-1.041
656,0.059,-0.070,1.000,0.001,-0.029,-1.039
661,0.062,-0.067,0.999,0.007,-0.031,-1.040
666,0.065,-0.064,0.999,0.004,-0.028,-1.038
671,0.063,-0.066,1.002,0.006,-0.023,-1.039
676,0.065,-0.070,1.003,0.007,-0.030,-1.041
681,0.066,-0.069,1.001,0.004,-0.029,-1.042
686,0.070,-0.068,0.998,0.003,-0.028,-1.038
691,0.065,-0.063,1.001,0.001,-0.026,-1.040
