"time", "x1", "y1", "z1", "x2", "y2", "z2"
51,0.070,-0.067,1.005,0.006,-0.025,-1.046
56,0.084,-0.062,0.998,-0.004,-0.023,-1.043
61,0.083,-0.053,1.002,-0.011,-0.018,-1.042
66,0.072,-0.059,1.001,-0.000,-0.013,-1.040
71,0.066,-0.056,1.000,0.008,-0.020,-1.038
76,0.061,-0.067,1.002,0.009,-0.028,-1.038
81,0.067,-0.068,0.999,-0.001,-0.025,-1.040
86,0.083,-0.066,1.000,-0.007,-0.020,-1.041
91,0.083,-0.058,0.996,-0.010,-0.021,-1.043
96,0.077,-0.061,0.997,-0.004,-0.022,-1.040
101,0.069,-0.060,0.998,0.005,-0.018,-1.040
106,0.062,-0.062,0.998,0.003,-0.021,-1.042
111,0.059,-0.068,1.000,0.005,-0.021,-1.037
116,0.071,-0.062,0.999,0.000,-0.028,-1.042
121,0.075,-0.062,1.001,0.003,-0.023,-1.043
126,0.076,-0.057,0.999,-0.005,-0.023,-1.042
131,0.070,-0.062,1.001,0.003,-0.027,-1.041
136,0.060,-0.069,1.004,0.009,-0.029,-1.041
141,0.058,-0.070,1.000,0.014,-0.029,-1.042
146,0.063,-0.067,0.995,0.008,-0.024,-1.038
151,0.067,-0.067,0.997,0.005,-0.023,-1.039
156,0.069,-0.064,1.000,0.005,-0.024,-1.043
161,0.068,-0.067,0.996,0.005,-0.032,-1.041
166,0.059,-0.070,0.996,0.008,-0.031,-1.039
171,0.061,-0.071,1.000,0.012,-0.031,-1.036
176,0.059,-0.072,1.000,0.011,-0.031,-1.043
181,0.065,-0.073,1.001,0.008,-0.032,-1.047
186,0.068,-0.068,0.996,0.004,-0.027,-1.044
191,0.072,-0.065,0.996,0.000,-0.028,-1.041
196,0.070,-0.073,0.997,0.002,-0.032,-1.043
201,0.067,-0.069,1.001,0.006,-0.031,-1.043
206,0.064,-0.065,1.000,0.006,-0.032,-1.039
211,0.068,-0.070,0.999,0.007,-0.029,-1.045
216,0.073,-0.063,0.997,0.000,-0.026,-1.042
221,0.072,-0.067,0.998,-0.001,-0.029,-1.041
226,0.068,-0.066,0.997,0.001,-0.023,-1.042
231,0.072,-0.068,0.996,0.003,-0.027,-1.042
236,0.067,-0.068,1.000,0.005,-0.028,-1.042
241,0.071,-0.069,0.998,0.005,-0.028,-1.041
246,0.069,-0.064,0.996,-0.001,-0.023,-1.043
251,0.071,-0.060,1.000,0.001,-0.023,-1.044
256,0.069,-0.062,0.995,-0.001,-0.025,-1.042
261,0.069,-0.065,0.999,0.000,-0.025,-1.044
266,0.066,-0.064,1.001,0.007,-0.026,-1.038
271,0.069,-0.064,1.002,0.003,-0.025,-1.037
276,0.069,-0.062,1.000,0.002,-0.024,-1.042
281,0.069,-0.063,1.000,0.006,-0.022,-1.043
286,0.070,-0.059,0.998,-0.001,-0.024,-1.038
291,0.071,-0.065,0.999,0.003,-0.024,-1.043
296,0.068,-0.062,1.001,0.004,-0.024,-1.042
301,0.065,-0.065,1.000,0.007,-0.021,-1.042
306,0.071,-0.063,1.001,0.006,-0.025,-1.041
311,0.069,-0.063,1.000,0.003,-0.019,-1.040
316,0.074,-0.064,1.002,-0.002,-0.024,-1.042
321,0.068,-0.062,0.998,0.007,-0.023,-1.040
326,0.068,-0.067,0.999,0.008,-0.027,-1.039
331,0.064,-0.068,1.000,0.008,-0.026,-1.042
336,0.064,-0.068,1.002,0.003,-0.029,-1.040
341,0.068,-0.064,0.998,0.003,-0.025,-1.040
346,0.070,-0.067,0.996,0.004,-0.025,-1.037
351,0.072,-0.068,1.000,0.005,-0.026,-1.043
356,0.072,-0.070,1.002,0.000,-0.026,-1.042
361,0.068,-0.067,0.996,0.002,-0.030,-1.044
366,0.068,-0.069,1.000,0.004,-0.026,-1.041
371,0.071,-0.068,1.000,0.004,-0.028,-1.046
376,0.069,-0.066,0.998,0.004,-0.027,-1.039
381,0.072,-0.068,1.001,0.004,-0.028,-1.041
386,0.069,-0.067,0.997,0.000,-0.029,-1.042
391,0.071,-0.067,1.000,0.003,-0.028,-1.040
396,0.070,-0.069,0.995,0.004,-0.025,-1.037
401,0.066,-0.065,0.997,0.004,-0.027,-1.041
406,0.071,-0.068,1.001,0.000,-0.028,-1.043
411,0.071,-0.070,1.003,0.002,-0.026,-1.042
416,0.069,-0.064,1.000,0.000,-0.026,-1.041
421,0.071,-0.066,0.998,0.000,-0.026,-1.042
426,0.068,-0.069,1.000,0.002,-0.026,-1.041
431,0.066,-0.067,1.000,0.005,-0.023,-1.040
436,0.062,-0.065,1.000,0.004,-0.025,-1.044
441,0.069,-0.065,0.997,0.003,-0.027,-1.044
446,0.072,-0.063,0.996,0.001,-0.024,-1.043
451,0.070,-0.063,0.998,0.007,-0.027,-1.038
456,0.070,-0.062,1.000,0.005,-0.026,-1.040
461,0.067,-0.062,0.999,0.001,-0.023,-1.040
466,0.065,-0.068,0.998,0.002,-0.024,-1.046
471,0.064,-0.061,1.000,0.003,-0.029,-1.042
476,0.070,-0.066,1.002,0.006,-0.025,-1.041
481,0.070,-0.061,0.998,0.002,-0.025,-1.046
486,0.073,-0.066,1.001,0.002,-0.021,-1.041
491,0.067,-0.069,0.997,-0.001,-0.025,-1.042
496,0.071,-0.066,0.999,0.004,-0.024,-1.041
501,0.068,-0.068,1.002,0.006,-0.025,-1.042
506,0.070,-0.068,0.999,0.005,-0.022,-1.043
511,0.069,-0.068,0.997,0.003,-0.024,-1.042
516,0.070,-0.059,0.999,0.003,-0.025,-1.040
521,0.063,-0.062,0.996,0.006,-0.027,-1.039
526,0.064,-0.068,1.000,0.005,-0.029,-1.043
531,0.064,-0.061,1.000,0.005,-0.022,-1.043
536,0.069,-0.062,0.999,0.003,-0.025,-1.042
541,0.065,-0.067,1.001,0.005,-0.025,-1.042
546,0.070,-0.065,1.002,0.004,-0.028,-1.040
551,0.066,-0.064,1.000,0.003,-0.029,-1.043
556,0.064,-0.064,1.000,0.005,-0.027,-1.043
561,0.066,-0.073,0.997,0.008,-0.029,-1.040
566,0.064,-0.065,1.000,0.005,-0.028,-1.040
571,0.073,-0.068,0.998,0.003,-0.024,-1.040
576,0.065,-0.061,0.999,0.004,-0.026,-1.036
581,0.070,-0.067,0.997,0.008,-0.026,-1.045
586,0.071,-0.066,0.996,0.001,-0.030,-1.042
591,0.067,-0.066,1.000,0.004,-0.027,-1.042
596,0.066,-0.069,0.996,0.006,-0.029,-1.039
