"time", "x1", "y1", "z1", "x2", "y2", "z2"
971,1.001,0.078,-0.066,-0.028,-1.042,-0.003
46,1.001,0.079,-0.059,-0.015,-1.041,-0.004
51,1.001,0.077,-0.064,-0.014,-1.043,-0.008
56,0.999,0.076,-0.060,-0.013,-1.041,-0.005
61,1.000,0.077,-0.061,-0.015,-1.043,-0.006
66,1.001,0.078,-0.056,-0.011,-1.039,-0.005
71,0.998,0.074,-0.057,-0.012,-1.039,-0.003
76,1.002,0.074,-0.059,-0.013,-1.038,-0.003
81,0.999,0.070,-0.051,-0.011,-1.041,-0.008
86,1.003,0.065,-0.058,-0.015,-1.041,0.005
91,0.999,0.068,-0.060,-0.011,-1.043,0.005
96,0.999,0.066,-0.060,-0.020,-1.038,0.013
101,0.999,0.063,-0.062,-0.020,-1.041,0.011
106,1.001,0.060,-0.059,-0.019,-1.041,0.013
111,1.003,0.057,-0.059,-0.021,-1.040,0.009
116,1.002,0.060,-0.060,-0.020,-1.039,0.012
121,1.003,0.058,-0.061,-0.018,-1.040,0.011
126,0.996,0.062,-0.063,-0.022,-1.041,0.011
131,0.998,0.064,-0.066,-0.025,-1.041,0.009
136,1.003,0.061,-0.067,-0.025,-1.039,0.009
141,1.001,0.066,-0.064,-0.023,-1.041,0.006
146,0.998,0.065,-0.068,-0.024,-1.044,0.007
151,1.002,0.066,-0.071,-0.031,-1.039,0.001
156,0.998,0.067,-0.072,-0.029,-1.042,0.003
161,1.002,0.072,-0.073,-0.028,-1.044,0.000
166,1.000,0.072,-0.071,-0.029,-1.042,0.003
171,0.999,0.076,-0.074,-0.028,-1.039,-0.004
176,0.998,0.074,-0.075,-0.033,-1.041,-0.003
181,1.000,0.076,-0.074,-0.029,-1.040,-0.003
186,1.001,0.078,-0.072,-0.027,-1.040,-0.004
191,0.997,0.077,-0.071,-0.027,-1.044,-0.001
196,0.999,0.075,-0.071,-0.024,-1.037,-0.004
201,0.998,0.073,-0.070,-0.027,-1.040,-0.001
206,0.999,0.077,-0.072,-0.025,-1.040,-0.001
211,1.000,0.068,-0.065,-0.024,-1.039,0.005
216,1.002,0.071,-0.063,-0.020,-1.042,0.004
221,1.003,0.071,-0.063,-0.016,-1.040,-0.001
226,1.004,0.067,-0.063,-0.020,-1.042,0.004
231,1.000,0.069,-0.061,-0.012,-1.042,-0.002
236,1.004,0.076,-0.061,-0.015,-1.042,0.004
241,0.999,0.071,-0.063,-0.014,-1.044,0.003
246,0.998,0.069,-0.063,-0.015,-1.044,0.003
251,1.001,0.069,-0.055,-0.016,-1.045,0.004
256,1.001,0.068,-0.059,-0.014,-1.041,0.008
261,1.000,0.069,-0.061,-0.016,-1.038,0.007
266,1.000,0.066,-0.058,-0.016,-1.042,0.006
271,1.000,0.066,-0.060,-0.017,-1.040,0.005
276,0.999,0.062,-0.059,-0.017,-1.042,0.007
281,0.999,0.067,-0.059,-0.014,-1.042,0.006
286,0.999,0.064,-0.063,-0.020,-1.039,0.006
291,1.000,0.065,-0.064,-0.019,-1.043,0.007
296,1.004,0.064,-0.059,-0.020,-1.042,0.008
301,1.001,0.065,-0.064,-0.021,-1.043,0.006
306,1.002,0.069,-0.065,-0.024,-1.047,0.006
311,1.000,0.066,-0.068,-0.021,-1.042,0.005
316,0.999,0.067,-0.065,-0.022,-1.038,0.004
321,1.000,0.073,-0.064,-0.021,-1.040,0.004
326,1.003,0.067,-0.070,-0.025,-1.042,0.004
331,0.999,0.072,-0.072,-0.024,-1.038,0.004
336,0.999,0.069,-0.068,-0.024,-1.045,0.002
341,1.001,0.071,-0.068,-0.026,-1.042,-0.002
346,1.002,0.075,-0.070,-0.024,-1.038,-0.005
351,1.000,0.075,-0.070,-0.029,-1.041,-0.003
356,0.997,0.079,-0.071,-0.030,-1.042,-0.003
361,1.000,0.078,-0.073,-0.026,-1.043,-0.000
366,1.000,0.069,-0.068,-0.025,-1.037,-0.006
371,1.000,0.077,-0.067,-0.027,-1.047,0.000
376,1.003,0.070,-0.065,-0.029,-1.039,-0.006
381,1.000,0.078,-0.067,-0.027,-1.046,0.003
386,1.000,0.067,-0.072,-0.022,-1.040,-0.000
391,1.003,0.075,-0.067,-0.024,-1.049,0.005
396,1.001,0.067,-0.060,-0.023,-1.039,0.002
401,0.995,0.069,-0.067,-0.022,-1.042,0.005
406,0.999,0.064,-0.060,-0.021,-1.042,0.005
411,0.999,0.067,-0.063,-0.020,-1.040,0.004
416,1.001,0.069,-0.064,-0.022,-1.046,0.010
421,1.006,0.064,-0.066,-0.019,-1.038,0.004
426,0.999,0.069,-0.059,-0.019,-1.047,0.011
431,0.998,0.061,-0.057,-0.014,-1.038,0.006
436,1.002,0.069,-0.057,-0.016,-1.043,0.006
441,0.999,0.062,-0.059,-0.016,-1.042,0.007
446,1.003,0.070,-0.064,-0.015,-1.041,0.006
451,1.001,0.068,-0.057,-0.020,-1.040,0.003
456,1.002,0.073,-0.061,-0.019,-1.041,0.006
461,1.000,0.069,-0.057,-0.017,-1.041,0.004
466,1.001,0.068,-0.062,-0.016,-1.040,0.003
471,1.001,0.073,-0.063,-0.016,-1.044,0.005
476,1.001,0.070,-0.063,-0.020,-1.042,0.001
481,1.000,0.072,-0.067,-0.021,-1.043,0.000
486,0.999,0.071,-0.066,-0.017,-1.041,-0.002
491,1.002,0.069,-0.065,-0.021,-1.042,-0.000
496,1.000,0.074,-0.067,-0.020,-1.040,-0.003
501,1.000,0.070,-0.064,-0.021,-1.041,-0.002
506,1.003,0.071,-0.062,-0.025,-1.042,0.000
511,1.001,0.072,-0.067,-0.026,-1.041,0.005
516,1.000,0.073,-0.067,-0.025,-1.044,0.001
521,1.003,0.072,-0.064,-0.025,-1.040,-0.001
526,0.997,0.073,-0.070,-0.031,-1.046,-0.002
531,1.002,0.065,-0.066,-0.026,-1.038,0.001
536,0.997,0.077,-0.071,-0.026,-1.045,0.000
541,0.999,0.068,-0.069,-0.028,-1.038,0.000
546,0.998,0.072,-0.072,-0.028,-1.043,0.001
551,1.004,0.066,-0.069,-0.028,-1.039,0.001
556,1.001,0.069,-0.072,-0.025,-1.040,0.006
561,0.998,0.069,-0.069,-0.028,-1.042,0.003
566,1.000,0.066,-0.067,-0.024,-1.042,0.005
571,1.005,0.067,-0.062,-0.026,-1.044,0.002
576,1.000,0.065,-0.065,-0.025,-1.042,0.007
581,0.999,0.066,-0.062,-0.024,-1.041,0.005
586,0.999,0.065,-0.064,-0.022,-1.039,0.001
591,1.000,0.066,-0.067,-0.020,-1.043,0.006
596,0.999,0.065,-0.059,-0.026,-1.041,0.008
601,1.000,0.070,-0.061,-0.021,-1.043,0.007
606,1.001,0.067,-0.063,-0.020,-1.042,0.005
611,0.998,0.062,-0.061,-0.018,-1.042,0.005
616,1.004,0.068,-0.058,-0.020,-1.042,0.006
621,1.001,0.068,-0.061,-0.016,-1.043,0.005
626,0.999,0.072,-0.060,-0.017,-1.041,0.005
631,0.999,0.070,-0.062,-0.021,-1.042,0.004
636,1.004,0.068,-0.062,-0.018,-1.041,0.002
641,1.004,0.070,-0.061,-0.021,-1.043,0.001
646,1.002,0.068,-0.059,-0.021,-1.038,0.004
651,1.000,0.073,-0.062,-0.019,-1.043,0.000
656,0.997,0.073,-0.059,-0.023,-1.044,0.000
661,0.997,0.070,-0.063,-0.019,-1.042,-0.000
666,1.003,0.071,-0.062,-0.020,-1.040,0.005
671,0.999,0.072,-0.066,-0.021,-1.043,0.002
676,1.000,0.072,-0.062,-0.021,-1.043,0.001
681,0.999,0.072,-0.062,-0.021,-1.042,0.001
686,0.999,0.067,-0.067,-0.027,-1.037,-0.003
691,1.001,0.072,-0.063,-0.020,-1.043,0.003
696,0.999,0.072,-0.062,-0.026,-1.041,0.004
701,1.000,0.076,-0.069,-0.027,-1.037,0.001
706,1.000,0.073,-0.070,-0.025,-1.043,0.003
