"time", "x1", "y1", "z1", "x2", "y2", "z2"
51,0.069,-0.075,0.999,0.004,-0.037,-1.038
56,0.069,-0.076,1.000,0.001,-0.035,-1.038
61,0.072,-0.080,1.001,-0.004,-0.040,-1.042
66,0.070,-0.072,1.000,-0.002,-0.034,-1.040
71,0.069,-0.070,1.001,0.002,-0.032,-1.040
76,0.068,-0.074,0.999,0.001,-0.035,-1.040
81,0.066,-0.073,0.995,0.000,-0.032,-1.043
86,0.073,-0.072,0.999,0.002,-0.025,-1.041
91,0.070,-0.066,1.000,-0.001,-0.026,-1.037
96,0.074,-0.071,0.997,0.002,-0.031,-1.044
101,0.071,-0.062,1.013,0.001,-0.021,-1.053
106,0.065,-0.062,0.991,0.006,-0.017,-1.029
111,0.068,-0.062,1.000,0.008,-0.024,-1.040
116,0.067,-0.061,1.004,0.005,-0.025,-1.041
121,0.071,-0.063,1.001,0.002,-0.017,-1.042
126,0.070,-0.054,1.003,0.003,-0.020,-1.047
131,0.067,-0.061,1.007,0.003,-0.020,-1.047
136,0.070,-0.059,0.997,0.006,-0.018,-1.035
141,0.066,-0.060,1.000,0.000,-0.018,-1.040
146,0.063,-0.062,1.000,0.007,-0.023,-1.041
151,0.066,-0.061,1.004,0.007,-0.021,-1.040
156,0.069,-0.060,1.001,0.009,-0.018,-1.042
161,0.067,-0.059,0.999,0.008,-0.018,-1.040
166,0.068,-0.067,0.998,0.005,-0.023,-1.041
171,0.067,-0.068,1.001,0.005,-0.019,-1.042
176,0.066,-0.063,1.002,0.003,-0.025,-1.040
181,0.062,-0.068,0.999,0.007,-0.027,-1.035
186,0.064,-0.072,0.999,0.007,-0.032,-1.043
191,0.071,-0.068,1.001,0.005,-0.026,-1.042
196,0.065,-0.068,1.005,0.006,-0.028,-1.040
201,0.068,-0.073,1.002,0.006,-0.029,-1.043
206,0.063,-0.071,1.003,0.006,-0.030,-1.040
211,0.063,-0.071,0.998,0.008,-0.031,-1.042
216,0.066,-0.074,1.000,0.003,-0.041,-1.039
221,0.064,-0.070,1.001,0.003,-0.030,-1.039
226,0.068,-0.067,0.994,0.005,-0.029,-1.038
231,0.071,-0.070,0.999,-0.001,-0.036,-1.042
236,0.075,-0.074,1.000,0.002,-0.039,-1.043
241,0.075,-0.073,1.003,0.001,-0.032,-1.040
246,0.072,-0.069,0.999,0.001,-0.028,-1.043
251,0.074,-0.071,0.996,-0.001,-0.032,-1.038
256,0.074,-0.071,1.002,-0.003,-0.028,-1.042
261,0.077,-0.066,0.996,0.003,-0.024,-1.042
266,0.073,-0.064,1.000,-0.005,-0.029,-1.041
271,0.071,-0.070,0.998,-0.002,-0.031,-1.041
276,0.071,-0.064,1.001,0.001,-0.024,-1.038
281,0.071,-0.063,1.001,0.002,-0.018,-1.041
286,0.069,-0.063,1.000,0.002,-0.023,-1.040
291,0.066,-0.061,1.000,0.007,-0.026,-1.042
296,0.067,-0.058,1.003,0.005,-0.018,-1.040
301,0.066,-0.061,0.997,0.007,-0.022,-1.042
306,0.065,-0.065,1.002,0.004,-0.024,-1.041
311,0.064,-0.062,1.003,0.002,-0.022,-1.042
316,0.068,-0.057,1.001,0.007,-0.020,-1.042
321,0.064,-0.062,1.000,0.007,-0.022,-1.035
326,0.065,-0.067,0.997,0.007,-0.025,-1.040
331,0.066,-0.063,0.999,0.005,-0.023,-1.037
336,0.066,-0.065,1.004,0.009,-0.025,-1.041
341,0.063,-0.067,1.000,0.005,-0.025,-1.042
346,0.067,-0.068,1.002,0.001,-0.029,-1.042
351,0.071,-0.069,0.999,0.005,-0.026,-1.044
356,0.069,-0.072,1.000,0.007,-0.027,-1.042
361,0.068,-0.071,1.001,0.002,-0.024,-1.042
366,0.067,-0.062,0.999,0.006,-0.030,-1.039
371,0.068,-0.065,1.002,0.005,-0.026,-1.040
376,0.068,-0.071,1.000,0.004,-0.031,-1.038
381,0.068,-0.067,1.004,0.002,-0.029,-1.047
386,0.068,-0.068,0.996,0.004,-0.027,-1.038
391,0.066,-0.066,0.999,0.006,-0.031,-1.040
396,0.064,-0.069,0.999,0.007,-0.029,-1.041
401,0.067,-0.063,1.002,0.003,-0.024,-1.041
406,0.067,-0.067,1.000,0.001,-0.027,-1.038
411,0.072,-0.065,0.997,0.001,-0.028,-1.043
416,0.069,-0.069,0.992,0.004,-0.028,-1.042
421,0.067,-0.067,1.001,0.001,-0.032,-1.042
426,0.072,-0.066,0.999,0.005,-0.032,-1.042
431,0.073,-0.066,1.002,0.006,-0.027,-1.041
436,0.071,-0.066,1.001,-0.000,-0.023,-1.042
441,0.071,-0.067,1.001,0.003,-0.029,-1.041
446,0.071,-0.072,0.998,-0.002,-0.028,-1.040
451,0.072,-0.067,0.997,0.001,-0.026,-1.043
456,0.067,-0.069,0.999,-0.002,-0.024,-1.044
461,0.067,-0.066,1.000,0.001,-0.024,-1.041
466,0.066,-0.066,0.999,0.001,-0.026,-1.041
471,0.071,-0.064,0.999,0.001,-0.024,-1.042
476,0.066,-0.067,1.000,0.005,-0.023,-1.038
481,0.066,-0.065,1.002,0.006,-0.025,-1.040
486,0.065,-0.062,1.002,0.006,-0.024,-1.041
491,0.062,-0.060,1.001,0.008,-0.021,-1.042
496,0.062,-0.061,1.002,0.005,-0.027,-1.039
501,0.063,-0.062,0.998,0.009,-0.027,-1.040
506,0.066,-0.061,1.001,0.009,-0.025,-1.038
511,0.064,-0.061,1.003,0.011,-0.026,-1.041
516,0.065,-0.063,1.001,0.009,-0.027,-1.042
521,0.061,-0.067,1.004,0.007,-0.028,-1.039
526,0.065,-0.064,1.003,0.009,-0.024,-1.040
531,0.068,-0.067,0.998,0.003,-0.025,-1.042
536,0.069,-0.068,0.998,0.008,-0.028,-1.034
541,0.069,-0.067,1.000,0.000,-0.025,-1.041
546,0.070,-0.067,0.999,0.001,-0.027,-1.041
551,0.069,-0.065,0.999,0.001,-0.030,-1.040
556,0.071,-0.069,1.001,-0.001,-0.029,-1.040
561,0.068,-0.066,1.000,0.002,-0.025,-1.039
566,0.073,-0.070,1.001,-0.002,-0.029,-1.038
571,0.071,-0.069,1.000,0.003,-0.024,-1.042
576,0.073,-0.074,0.998,0.001,-0.028,-1.044
581,0.066,-0.070,1.000,-0.005,-0.026,-1.040
586,0.068,-0.070,0.997,0.006,-0.028,-1.044
591,0.063,-0.067,1.002,0.004,-0.022,-1.039
596,0.071,-0.067,1.002,0.003,-0.026,-1.039
601,0.070,-0.065,1.004,0.004,-0.026,-1.043
606,0.071,-0.070,0.999,0.005,-0.028,-1.040
611,0.067,-0.067,0.999,0.006,-0.027,-1.040
616,0.065,-0.065,0.999,0.003,-0.025,-1.040
621,0.064,-0.066,0.999,0.005,-0.028,-1.041
626,0.062,-0.063,1.000,0.005,-0.026,-1.042
631,0.066,-0.064,0.997,0.006,-0.025,-1.044
636,0.068,-0.065,1.000,0.002,-0.027,-1.040
641,0.069,-0.066,1.001,0.003,-0.028,-1.041
646,0.064,-0.068,0.999,0.002,-0.024,-1.042
651,0.067,-0.064,0.998,0.003,-0.023,-1.038
656,0.066,-0.065,1.002,0.004,-0.028,-1.042
661,0.067,-0.063,1.001,0.006,-0.024,-1.040
666,0.069,-0.064,1.000,0.006,-0.023,-1.043
671,0.064,-0.066,1.000,0.002,-0.026,-1.037
676,0.064,-0.066,1.003,0.001,-0.024,-1.038
681,0.065,-0.063,1.001,0.004,-0.025,-1.042
686,0.064,-0.062,1.000,0.004,-0.026,-1.041
691,0.066,-0.067,1.001,0.000,-0.027,-1.042
696,0.070,-0.066,0.997,0.006,-0.024,-1.040
701,0.065,-0.062,1.001,0.002,-0.022,-1.041
706,0.068,-0.067,0.997,0.004,-0.029,-1.041
711,0.068,-0.068,1.000,0.004,-0.022,-1.042
716,0.066,-0.065,0.998,0.002,-0.025,-1.043
721,0.070,-0.062,1.001,0.003,-0.026,-1.038
726,0.064,-0.067,0.999,0.000,-0.029,-1.037
731,0.071,-0.069,0.999,0.000,-0.028,-1.042
736,0.070,-0.068,0.995,0.001,-0.028,-1.038
741,0.070,-0.070,0.997,0.000,-0.030,-1.042
746,0.069,-0.072,1.002,0.000,-0.035,-1.042
751,0.072,-0.068,0.995,-0.002,-0.026,-1.042
756,0.068,-0.068,1.003,0.001,-0.032,-1.038
761,0.069,-0.070,0.998,0.004,-0.028,-1.039
766,0.065,-0.067,1.001,0.001,-0.032,-1.037
771,0.068,-0.066,1.000,0.002,-0.029,-1.039
776,0.073,-0.070,1.001,0.007,-0.030,-1.040
781,0.067,-0.069,0.997,0.004,-0.028,-1.038
